R1,R2,C1,High,Low,Relative Closeness (High),Relative Closeness (Low)
680,220000,3.6µF,0.5505524639999999,0.548856,0.10110492799999982,0.09771200000000002
1500,330000,2.4µF,0.5513507999999999,0.5488559999999999,0.10270159999999984,0.0977119999999998
1000,220000,3.6µF,0.5513508,0.548856,0.10270160000000006,0.09771200000000002
68000,330000,2.0µF,0.551628,0.4573799999999999,0.10325600000000001,0.0852400000000002
2200,330000,2.4µF,0.55251504,0.5488559999999999,0.10503007999999991,0.0977119999999998
1500,220000,3.6µF,0.5525981999999999,0.548856,0.10519639999999986,0.09771200000000002
22000,220000,3.3µF,0.5534298,0.503118,0.10685959999999994,0.006235999999999908
33000,330000,2.2µF,0.5534298,0.503118,0.10685959999999994,0.006235999999999908
6800,150000,5.1µF,0.5541782399999999,0.5301449999999999,0.10835647999999987,0.06028999999999973
47000,680000,1.1µF,0.5541921,0.5183639999999999,0.10838419999999993,0.03672799999999987
2200,220000,3.6µF,0.5543445599999999,0.548856,0.10868911999999975,0.09771200000000002
3300,330000,2.4µF,0.55434456,0.5488559999999999,0.10868911999999997,0.0977119999999998
6800,100000,7.5µF,0.555093,0.5197499999999999,0.1101859999999999,0.03949999999999987
47000,220000,3.0µF,0.5550930000000001,0.45738,0.11018600000000012,0.08523999999999998
